Column 1	Column 2 1	Column 2 2	Column 2 3	Column 2 4
78	by L.P. Wilkinson			
78	by Charles Causley			
78	by Robert Conquest			
78	by Tony Flynn			
78	R.			
78	by Freda Downie			
78	by Sidney Hook			
78	by Max Black			
78	by Roger Sandall			
78	by John Loveday			
78	by Olivier Todd			
78	by Hermann Lubbe			
78	by Peter Porter			
78	by John Hargreaves			
78	by Fleur Adcock			
78	by William Peskett			
78	by Renzo Rosso			
78	by Jenny Joseph			
78	by George H. Quester			
78	by L.P. Wilkinson			
78	by Michael Longley			
78	by Leopold Labedz			
78	by Richard Pipes			
78	R.			
78	by Kevin Hart			
78	by John Wakeman			
78	by Philip Stratford			
78	by James Sutherland-Smith			
78	by David Riesman			
78	by John Bossy			
78	by Tom Paulin			
78	by Vicki Feaver			
78	by Andrei Sinyavsky			
78	by Michael Baumann			
78	by Michael Seufert			
78	by Neil Curry			
78	by Stephen Toulmin			
78	by Michael Vince			
78	by Goronwy Rees			
78	by William Trevor			
78	by D.J. Enright			
78	by Anthony Quinton			
78	by P.B. Medawar			
78	by Peter Porter			
78	by Bryan Robertson			
78	by Ferdinand Mount			
78	by Tom Paulin			
78	by Leszek Kolakowski			
78	by Gunter Grass			
78	by Lewis S. Feuer			
78	by Anthony Thwaite			
78	by Vernon Scannell			
78	by Peter Porter			
78	by Edward Shils			
78	by J.C. Hall			
78	by John Weightman			
78	by R.S. Thomas			
78	by Douglas Dunn			
78	by Hugh Thomas			
78	by Philip Toynbee			
78	by Geoffrey Grigson			
78	by R.W. Burchfield			
78	by David Lodge			
78	by Peter Redgrove			
78	by Moonlight (story)			
78	by Henry Kissinger			
78	by Geoffrey Smith			
78	by George MacBeth			
78	by Peter Porter			
78	by Hyam Maccoby			
78	by Peter Redgrove			
78	by Stewart Conn			
78	by Charles P. Kindleberger			
78	by George Watson			
78	by Francois Bondy			
78	by Sand (I)			
78	by Roger Scruton			
78	by Alan Brownjohn			
78	by Robert Melville			
78	by Michael Burn			
78	by Frank Ormsby			
78	by David Rokeah			
78	by C.G. Strohm			
78	by P.N. Furbank			
78	by K.H. Janssen			
78	by Geoffrey Holloway			
78	by Helmut Sonnenfeldt			
78	by Domenico Porzio			
78	by Florence C. Lewis			
78	by Bruno Bettelheim			
78	by Peter Porter			
78	by Louis de Jong			
78	by Gerda Mayer			
78	by Richard Lowenthal			
78	by Maurice Cranston			
78	by Allen Curnow			
78	by Peter Redgrove			
78	by Claude Roy			
78	by Francois Bondy			
78	by John Wakeman			
78	by George Szirtes			
78	by Geoffrey Grigson			
78	by Philip Abrams			
78	by John Eggleston			
78	by Julius Gould			
78	by Donald MacRae			
78	by Leszek Kolakowski			
78	by P.-H. Lehmann			
79	by Daphne Merkin			
79	by Laurence Lerner			
79	by David Martin			
79	by Bruce Berlind			
79	by David Owen			
79	by Vicki Feaver			
79	R.			
79	by Douglas Dunn			
79	by John W. Gardner			
79	by Duncan Forbes			
79	by Sand (II)			
79	by Martin Esslin			
79	by Tom Paulin			
79	by Sidney Hook			
79	by Leopold Labedz			
79	by Glyn Hughes			
79	by Colin Welch			
79	by Gavin Ewart			
79	by Masuji Ibuse			
79	by Dannie Abse			
79	by Gunter Grass			
79	by John Gohorry			
79	by Clive Sinclair			
79	R.			
79	by Anthony Thwaite			
79	by Theodore Draper			
79	by Patric Dickinson			
79	by Stephen Toulmin			
79	by Marina Warner			
79	by Ferdinand Mount			
79	by Harold Beeley			
79	by Michael Yahuda			
79	by Golo Mann			
79	by Helen von Ssachno			
79	by William Peskett			
79	by Luigi Barzini			
79	by Seamus Heaney			
79	by Clive Sinclair			
79	by Manuel Azcarate	 George Urban		
79	by Peter Denman	 John Mole		
79	by Nirad C. Chaudhuri			
79	by Sean O'Brien			
79	by Stanislaw Baranczak			
79	R.			
79	by Michael Shepherd			
79	by Paul Hyland			
79	by Ronald Butt			
79	by Martin Esslin			
79	by Benedict Nightingale			
79	by Alan Brownjohn			
79	by William Letwin			
79	by Kevin Crossley-Holland			
79	by Laurence Lerner			
79	by Pamela Lewis			
79	by Walter Laqueur			
79	by Eavan Boland			
79	Eric Jacobs			
79	by Margaret Stern			
79	by Allen Weinstein			
79	by Sidney Hook			
79	by Ryszard Krynicki			
79	by Stanislaw Lem			
79	by I. Robert Sinai			
79	by Esther Salaman			
79	by Brian Lee			
79	by Peter Redgrove			
79	R.			
79	by Robert Skidelsky			
79	by Lord Gladwyn			
79	by Alun Chalfont			
79	by Gordon Leff			
79	by Frances Yates			
79	by Geoffrey Dimbleby			
79	by Asa Briggs			
79	by David Miles			
79	by William Treharne Jones			
79	by Andrei Sinyavsky			
79	by Douglas Dunn			
79	by Dannie Abse			
79	by Stephen Hearst			
79	by Blake Morrison			
79	by Michael Howard			
79	by Michael Hulse			
79	by Peter Redgrove			
79	by John Mole			
79	R.			
79	by Walter Kaufmann			
79	by Boris Goldovsky			
79	by Jean Lacouture			
79	by John Harvey			
79	by John Bossy			
79	by Tom Paulin			
79	by Robert Wistrich			
79	by Raisa Lert			
79	by Roy Fuller			
79	by Neil Astley			
79	by Michael Thompson			
79	by Kenneth Minogue			
79	by Patric Dickinson			
79	by Sebastian Haffner			
79	by Blake Morrison			
79	by Andrew Waterman			
79	R.			
79	by Nicolas Rzhevsky			
79	by Joachim Neander			
79	by Richard Pipes			
79	by D.J. Enright			
79	by Fritz Stern			
79	by John Naughton			
79	by Alan Brownjohn			
79	by John Gohorry			
79	by Michael Hulse			
79	by J.B. Kelly			
79	by John O'Sullivan			
79	by Lord Zuckerman			
79	by C.P. Kindleberger			
79	by Gillian Tindall			
79	by David Marquand			
79	by Patrick Hare			
79	by Jean-Marie Benoist			
79	R.			
79	by Peter Porter			
79	by Carol Rumens			
79	by Philip Larkin			
79	by Roy Fuller			
79	by Blake Morrison			
79	by J.I.M. Stewart			
79	by Bernard Bergonzi			
79	by Helen McNeil			
79	by G.S. Fraser			
79	by John Gohorry			
79	by Gerald Priestland	 David Martin		
79	by Milovan Djilas			
79	by Vilas Sarang			
79	by Glen Cavaliero			
79	by Raymond Aron			
79	by R.S. Thomas			
79	by Peter Redgrove			
79	by Norman Nicholson			
79	R.			
79	Lawrence Gowing			
79	Luigi Barzini			
79	Raymond Aron			
79	Werner Hofer			
79	Francois Bundy			
79	Luigi Barzini			
79	Helmut Schoeck			
79	Francois Bundy			
79	Jean-Francois Revel			
79	Francois Bondy			
79	by Kevin Hart			
79	by Anthony Thwaite			
79	by Alan Brownjohn			
79	by Tom Paulin			
79	by Gavin Ewart			
79	by Simon Jenkins			
79	by Max Beloff			
79	by R.O. Dennys	 Stephen Toulmin		
79	by Melvin J. Lasky			
79	by Tom Paulin			
79	by Joachim Fest			
79	by Rosa Luxemburg			
79	by Vaclav Havel			
79	by Martin Stokes			
79	R.			
79	by Ruthven Todd			
79	by Peter Reading			
79	by David Cannadine			
79	John Mole			
79	Francois Bondy			
79	Jurgen Busche			
79	Friedrich Lufte			
79	Efim Etkind			
79	Milovan Djilas			
79	by Philip Larkin			
79	by Laurence Lerner			
79	by Kenneth Minogue			
79	by D.J. Enright			
79	by Jan Morris			
79	by Melvin J. Lasky			
79	by Colin Richmond			
79	by Irving Kristol			
79	by Paul Johnson			
79	R.			
79	by J.P. Stern			
79	by Anthony Thwaite			
79	by Stanislaw Baranczak			
79	by Michael Wigan			
79	by Francois Fejto			
79	by Judy Dempsey	 Alexander Zinoviev		
79	by Tom Paulin			
79	by Lawrence Gowing			
79	by Bevis Hillier			
79	by Cedric Price			
79	by P.S. Rawson			
79	by Arthur Koestler			
79	by Dmitri Nabokov			
79	by Anthony Smith			
79	by Melvyn Bragg	 Tony Cash		
79	by Peter Porter			
79	by Clive Sinclair			
79	by Jenny Joseph			
79	by Karl Popper			
79	by Kyrill Panoff			
79	by Pierre Kende			
79	by Simon Leys			
79	by Wei Jingsheng			
79	by John H. Bunzel			
79	by Peter Redgrove			
79	by Fleur Adcock			
79	by George Watson			
79	by Francois Fejto			
79	by Craig Raine			
79	by Goronwy Rees			
79	by Alan Brownjohn			
79	by Duncan Forbes			
79	by Julius Gould	 Eric Heffer		
79	by Brian Inglis			
79	by Peter Reading			
79	by George Gale			
79	by Laurence Lerner			
79	by Peter Scupham			
79	by D.M. Thomas			
79	by George Urban	 Milovan Djilas		
79	by A.J. Ayer			
79	by Bryan Wilson			
79	by Eric Rhode			
79	by Martin Hollis			
79	by Roger Scruton			
79	by Austin Mitchell			
79	by Patrick Hare			
79	by H.J. Eysenck			
79	by Frank Ormsby			
80	by Ruth Prawer Jhabvala			
80	by Louis de Jong			
80	by Raymond Aron			
80	by Peter Redgrove			
80	by Edwin Brock			
80	by Samuel Brittan			
80	by Patricia Beer			
80	by Peter Porter			
80	by Edward Lowbury			
80	by Arnold Wesker			
80	by Tom Paulin			
80	by Alan Brownjohn			
80	by D.J. Enright			
80	by Gerd Ruge			
80	bylon			
80	by Vicki Feaver			
80	by John Vaizey			
80	by Diana Hendry			
80	by John Beloff			
80	by Neill Foster			
80	by Vicki Feaver			
80	by Anthony Rhodes			
80	by Keith Kyle			
80	by Alan Brownjohn			
80	by Francois Bondy			
80	by Werner Hofer			
80	by Gunter Maschke			
80	by Leopold Labedz			
80	by R.W. Noble			
80	by Max Beloff			
80	by Alun Chalfont			
80	by Geoffrey Grigson			
80	by Andrew Boyle			
80	by Carol Rumens			
80	by Melvin J. Lasky			
80	by John Gribbin			
80	by Richard Mayne			
80	by Kenneth Minogue			
80	by Ronald Butt			
80	by George Mikes			
80	by I. Robert Sinai			
80	by Martin Elliott			
80	by Erwin Wickert			
80	by Frank Ormsby			
80	by Beverley Hooper			
80	by Freda Downie			
80	by Mircea Eliade			
80	by Mark Abley			
80	by Leopold Labedz			
80	by Francois Bondy			
80	by Raymond Aron			
80	by Sebastian Haffner			
80	by Gunter Zehm			
80	by Julius Gould			
80	by Frank Parkin			
80	by Michael Ashley			
80	by Duncan Mitchell			
80	by Charles Osborne			
80	by Gunther S. Stent			
80	by George Katkov	 Leonard Schapiro		
80	by Sean O'Brien			
80	by Tayeb Salih			
80	by Trevor McMahon			
80	by Walter Reich			
80	by John Gohorry			
80	by Stephen Haseler			
80	by Alistair Elliot			
80	by Constantine FitzGibbon			
80	by Francois Bondy			
80	by Pierre Schneider			
80	by Emmanuel Le Roy Ladurie			
80	by Freda Downie			
80	by Derek Brewer			
80	by Alan Brownjohn			
80	by Wladislaw G. Krasnow			
80	by Richard Pipes			
80	by Peter Reading			
80	by Varlam Shalamov			
80	by Edwin Brock			
80	by J.B. Kelly			
80	by D.J. Enright			
80	by John Wansbrough			
80	by Anna Adams			
80	by Wayland Young			
80	by Anthony Hartley			
80	by Ralf Dahrendorf			
80	by Glen Cavaliero			
80	by Blake Morrison			
80	by Francois Bondy			
80	by Robert Wistrich			
80	by Isabel Quigly			
80	by Asa Briggs			
80	by David Miles			
80	by John Bossy			
80	by Charles Thomas			
80	by John Mole			
80	by Martin Esslin			
80	by Norman Hampson			
80	by Roger Kershaw			
80	by Suzanne St. Albans			
80	by Richard Stern			
80	by Fleur Adcock			
80	by Alain Besancon			
80	by Lakshmi Kannan			
80	by George Watson			
80	by Robert Skidelsky			
80	by Raymond Aron			
80	by James Sutherland-Smith			
80	by Hubert Moore			
80	by Francois Bondy			
80	by Johannes Gross			
80	by Clive James			
80	by John Naughton			
80	by Tom Paulin			
80	by Bernard Dixon			
80	by Peter Bauer			
80	by George Szirtes			
80	by J.P. Kenyon			
80	by Laurence Lerner			
80	by Kai Krueger			
80	by Nikolai Tolstoy			
80	by Tobias Wolff			
80	by Bill Graham			
80	by Walter Laqueur			
80	by Vernon Scannell			
80	by Stanislaw Baranczak			
80	by Leopold Labedz			
80	by Malcolm Bradbury			
80	by Gay Clifford			
80	by Laurence Lerner			
80	by Jill Mann			
80	by Andrew Motion			
80	by Ian Fletcher			
80	by Anthony Thwaite			
80	by Colin Brewer			
80	by Melvin J. Lasky			
80	by John Wain			
80	by Carol Rumens			
80	by David Riesman			
80	by R.S. Thomas			
80	by Joseph Epstein			
80	by David Sweetman			
80	by Francois Bondy			
80	by C.V.			
80	by G.R. Koch			
80	by Bernard Bergonzi			
80	by Alan Brownjohn			
80	by Anthony Thwaite			
80	by Andreas Kohlschuetter			
80	by Herb Greer			
80	by Peter Porter			
80	by Frank Chapple			
80	by Michael Hulse			
80	by Renee Haynes			
80	by Geoffrey Grigson			
80	by Liu Xinwu			
80	by Michael Hulse			
80	by R.P.C. Hanson			
80	by Geoffrey Grigson			
80	by Ronald Hingley			
80	by Stanislaw Baranczak			
80	by Francois Bondy			
80	by Roman Karst			
80	by David Pannick			
80	by Ian R. Christie			
80	by Charles Barr			
80	by Ronald Hayman			
80	by Douglas Dunn			
80	by David Pryce-Jones			
80	by Gay Clifford			
80	by Peter Redgrove			
80	by Gerda Cohen			
80	by Marcel Reich-Ranicki			
80	by Michael Grant			
80	by Stanislaw Andreski			
80	by Milton R. Konvitz			
80	by Roger Sandall			
80	by Vicki Feaver			
80	by Clive Sinclair			
80	by Peter Reading			
80	by Richard Lowenthal			
80	by Michael Howard			
80	by Rodney Pybus			
80	by Wolfgang Leonhard			
80	by Anna Adams	 R.S. Thomas		
80	by Tomas Venclova			
80	by Allen Curnow			
80	by Jean Francois Revel			
80	by Erwin K. Scheuch			
80	by Kenneth Dover			
80	by Francois Bondy			
80	by W.K.			
80	by Ruth Padel			
80	by John Bossy			
80	by Penelope Lively			
80	by Alan Brownjohn			
80	by Constantine FitzGibbon			
80	by Melvin J. Lasky			
80	by Gay Clifford			
80	by Simon Leys			
80	by Roland Huntford			
80	by Wayland Young			
80	by William Trevor			
80	by P.D. Henderson			
80	by Kenneth Minogue			
80	by William Letwin			
80	by Jean-Francois Revel			
80	by Elie Kedourie			
80	by Peter Porter			
80	by Leopold Labedz			
80	by Martin Stokes			
80	by John Fuller			
80	by Neil Curry			
80	by Ferdinand Mount			
80	by Esmond Wright			
80	by David Marquand			
80	by Anthony Hartley			
80	by Elisabeth Heisenberg			
81	by Vilas Sarang			
81	by Leszek Kolakowski	 George Urban		
81	A. J. Ayer			
81	Donald McCormick			
81	David Footman			
81	John Morgan			
81	Jonathan Power			
81	by John Loveday			
81	by Francois Bondy			
81	by Jean-Francois Revel			
81	by Peter Porter			
81	by Gavin Ewart			
81	by Patrick Parrinder			
81	by Penelope Lively			
81	by Max Beloff			
81	by Michael Hulse			
81	by Bernard d'Espagnat			
81	by Kaleem Omar			
81	by Benny Green			
81	by Edwin Brock			
81	by Alun Chalfont			
81	by James Neilson#2			
81	by Penelope Shuttle			
81	by Penelope Lively			
81	by Richard Lowenthal			
81	by Peter Reading			
81	by Kazimierz Brandys			
81	by John Loveday			
81	by Leon Radzinowicz			
81	by Zbigniew Herbert			
81	by Cicero			
81	by David Pannick			
81	by John Mole			
81	by Jean-Francois Revel			
81	by Francois Bondy			
81	by Jan Morris			
81	by John Holloway			
81	by Rayner Heppenstall			
81	by Alan Hollinghurst			
81	by Max Beloff			
81	by John Grigg			
81	by Melvin J. Lasky			
81	by Vicki Feaver			
81	by Hernan Lara Zavala			
81	by Alexander Zinoviev			
81	by Johannes Gross			
81	by Glen Cavaliero			
81	by U.A. Fanthorpe			
81	by Gay Clifford			
81	by Francois Bondy			
81	by Stephen Haseler			
81	by Jean-Francois Revel			
81	by Philip Rawson			
81	by Edward Lucie-Smith			
81	by J.M. Richards			
81	by Marina Warner			
81	by Allen Curnow			
81	Anthony Samson			
81	P.D. Henderson			
81	Kenneth Minogue			
81	William Letwin			
81	Elie Kedourie			
81	by D.j. Enright			
81	by Richard Lowenthal			
81	by Leopold Labedz			
81	by Rodney Pybus			
81	by Penelope Gilliatt			
81	by Michael Hulse			
81	by Michael Burn	 Kaleem Omar		
81	by Zbigniew Brzezinski	 George Urban		
81	by Michael Hofmann			
81	by Samuel Brittan			
81	by Geoffrey Grigson			
81	by Tadeusz Szafar			
81	by Patrick Hare			
81	by Peter Porter			
81	by Fleur Adcock			
81	by Ronald Hayman			
81	by Francois Bondy			
81	by Alun Chalfont			
81	by John Holloway			
81	by Julius Gould			
81	by Jeremy Tunstall			
81	by Anthony Quinton			
81	by Alan Brownjohn			
81	by Douglas Dunn			
81	by Gay Clifford			
81	by Louis de Jong			
81	by Sean O'Brien			
81	by Elma Mitchell			
81	by Peter Redgrove			
81	by Seymour Martin Lipset			
81	by Peter Dickinson			
81	by Richard Mayne			
81	by James Sutherland-Smith			
81	by David Aberbach			
81	by Geoffrey Grigson			
81	by Bernice Martin			
81	by Raymond Aron			
81	by Jean-Francois Revel			
81	by Edward Pearce			
81	by Jytte Bonnier			
81	by R.W. Noble			
81	by Laurence Lerner			
81	by Anthony Thwaite			
81	by Wes Magee			
81	by Lucien Bianco			
81	by George Szirtes			
81	by Melvin J. Lasky			
81	by Patrick Hare			
81	by John W.A. Roberts			
81	by Gordon Dyson			
81	by Nathan Glazer			
81	by Alistair Elliot			
81	by Gavin Ewart			
81	by Claire Sterling			
81	by Mark Abley			
81	by Edward Pearce			
81	by John Barnes			
81	by Francois Bondy			
81	by Jan Morris			
81	by Helen Gardner			
81	by Gay Clifford			
81	by J.I.M. Stewart			
81	by Bernard Bergonzi			
81	by Alan Jenkins			
81	by Carol Rumens			
81	by Tymoteusz Klempski			
81	by David Rokeah			
81	by Jean-Francois Revel			
81	by Branko Lazitch			
81	by Olivier Todd			
81	by Alain Besancon			
81	by John Mole			
81	by Shena Mackay			
81	by Penelope Shuttle	 Carol Rumens		
81	by Michael Charlton			
81	by Tony Flynn			
81	M.			
81	by Jean-Francois Revel			
81	by Edward Pearce			
81	by Francois Bondy			
81	by Eric Roll			
81	by Helen Gardner			
81	by Esmond Wright			
81	by Penelope Lively			
81	by Eugenio Montale			
81	by Alistair Elliot	 Michael Hulse		
81	by Kurt Reumann			
81	by Walter Reich			
81	by Robert Elegant			
81	by Vernon Scannell			
81	by Edward Heath			
81	by William Trevor			
81	by R.S. Thomas			
81	by Hugh Cudlipp			
81	by Iain Crichton Smith			
81	by Michael Charlton			
81	by Ruth Silcock			
81	by J.C. Hall			
81	M.			
81	by Raymond Aron			
81	by Edward Pearce			
81	by Francois Bondy			
81	by J.M. Kerstin			
81	by John Archer			
81	by Z.A.B. Zeman			
81	by Alan Brownjohn			
81	by George MacBeth			
81	by Laurence Lerner			
81	by Max Beloff			
81	by David Rokeah			
81	by Gerald Holton			
81	by Simon Rae			
81	by Michael Maccoby			
81	by Anna Adams			
81	by Hugh Ragsdale			
81	by James Michie			
81	by Ted Walker			
81	by Paul Hollander			
81	by Michael Charlton			
81	by Will Vaughan			
81	by Tadeusz Rozewicz			
81	M.			
81	by Edward Pearce			
81	by Francois Bondy			
81	by Gunter Krabbe			
81	by George Watson			
81	by Mary Midgley			
81	by Neil Warren			
81	by Antony Flew			
81	by Martin Bax			
81	by Tony Flynn			
81	by Francois Fejto			
81	by Douglas Dunn			
81	by Kenneth Minogue			
81	by Elie Kedourie			
81	by Nora Beloff			
81	by Peter Bauer	 Basil Yamey		
81	by Douglas Dunn			
81	by Gavin Ewart			
81	by Shirley Robin Letwin			
81	by George Urban	 Averell Harriman		
81	by Paul Hollander			
81	by Stewart Brown			
81	M.			
81	by John Levett			
81	by George Watson			
81	by Simon Rae			
81	by Francis Watson			
81	by Edward Pearce			
81	by Ota Filip			
81	by Norman Moss			
81	by James Neilson#2			
81	by Penelope Lively			
81	by Blake Morrison			
81	by Iain Crichton Smith			
81	by Peter Redgrove			
81	by Derek Mahon			
81	by Kevin Hart			
81	by Peter Calvocoressi			
81	M.			
81	by Richard Cobb			
81	by Edward Pearce			
81	by Charles Thomas			
81	by John Bossy			
81	by Graham Webster			
81	by Ronald Blythe			
81	by Norman Ravitch			
81	by Peter Porter			
81	by Werner Cohn			
81	by David Rokeah			
81	by Leopold Labedz			
82	by Penelope Lively			
82	by Stephen Haseler			
82	by Elizabeth Smither			
82	by Herbert R. Lottman			
82	by Edwin Brock			
82	by George Szirtes			
82	M.			
82	by Derek Mahon			
82	by Horst Krueger			
82	by Edward Pearce			
82	by Raymond Aron			
82	by Alan Jenkins			
82	by Douglas Dunn			
82	by Laurence Lerner			
82	by Ruth Silcock			
82	by Reinaldo Arenas			
82	by Maxine Pollack	 Janusz Bugajski		
82	by Richard Mayne			
82	by Will Vaughan			
82	by Anwar Sadat			
82	by Michael R. Marrus			
82	by R. Parthasarathy			
82	by Clive Sinclair			
82	by John Gohorry			
82	by Leszek Kolakowski			
82	by Derek Mahon			
82	by Julian Lewis			
82	by Geoffrey Grigson			
82	M.			
82	by John Fuller			
82	by George MacBeth			
82	by Theodore Draper			
82	by Peter Porter			
82	by Francois Bondy			
82	by David Mata			
82	by Edward Pearce			
82	by Francois Fejto			
82	by Indro Montanelli			
82	by Maria Couto			
82	by Anthony Bailey			
82	by Max Beloff			
82	by Elisabeth Noelle-Neumann			
82	by David Rokeah			
82	by David Gress			
82	by Tim Cunningham			
82	by Glen Cavaliero			
82	by Carol Rumens			
82	by Theodore Draper			
82	by Edwin Brock			
82	by Michael Howard			
82	by George MacBeth			
82	M.			
82	by David Rokeah	 Peter Scupham		
82	by Gerd Bucerius			
82	by Ruth Silcock			
82	by Francois Bondy			
82	by Edward Pearce			
82	by Lawrence Freedman			
82	by Richard Rose			
82	by Esmond Wright			
82	by P.J. Vatikiotis			
82	by William Scammell			
82	by Adam Wazyk			
82	by Peter Wiles			
82	by Peter Bauer	 Basil Yamey		
82	by P.D. Henderson			
82	by Paul R. Hyde			
82	by Carol Rumens			
82	by Amos Oz			
82	by Luise Hausmann			
82	by Raymond Tong			
82	by Alice Ruhle-Gerstel			
82	by John Mole			
82	by U.A. Fanthorpe			
82	by Jonathan Price			
82	M.			
82	by John Whitworth			
82	by Robin Fox			
82	by Raymond Aron			
82	by Francois Bondy			
82	by Max Beloff			
82	by Reginal Steed			
82	by Peter Shaw			
82	by Yasunari Takahashi			
82	by Penelope Lively			
82	by Alan Walters			
82	by Michael Foley			
82	by Luigi Barzini			
82	by Ray Whitney			
82	by Helen Harris			
82	by Stanislav Andreski			
82	by Hyam Maccoby			
82	by Nikolai Tolstoy			
82	by Peter Porter			
82	by Tony Harrison			
82	M.			
82	by Ernst Topitsch			
82	by Edward Pearce			
82	by Zdenek Mlynar			
82	by Benedict Nightingale			
82	by John Elsom			
82	by Charles Barr			
82	by Rupert Wilkinson			
82	by John Gohorry			
82	by Ferdinand Mount			
82	by John Rizkalla			
82	by Raymond Aron			
82	by Fred Plaut			
82	by Charles Boyle			
82	M.			
82	by R.S. Thomas			
82	by Peter Shaw	 Seymour Martin Lipset		
82	by Edward Pearce			
82	by Raymond Aron			
82	by Michael Hofmann			
82	byrinth			
82	by Bernard Bergonzi			
82	by J.I.M. Stewart			
82	by Graham Bradshaw			
82	by Rosemary Jackson			
82	by Penelope Lively			
82	by Ruth Padel			
82	by Esmond Wright			
82	by Ronald L. Nettler			
82	by Peter Redgrove			
82	by Martin Elliott			
82	by Alan Brownjohn			
82	by Jan Morris			
82	by Freda Downie			
82	M.			
82	by Renee Winegarten			
82	by Carol Rumens			
82	by Richard Kell			
82	by T.R. Fyvel			
82	by Francois Bondy			
82	by Edward Pearce			
82	by David Sweetman			
82	by Peter Partner			
82	by Antony Flew			
82	by Alan Jenkins			
82	by Tony Harrison			
82	by Max Hastings			
82	by Herb Greer			
82	by Robert Burchfield			
82	by John Wain			
82	by Gay Clifford			
82	by Melvin J. Lasky			
82	by Salman Rushdie			
82	by John Latham			
82	by Colin Wilson			
82	by Julie O'Callaghan			
82	by Doan Van Toai	 David Chanoff		
82	M.			
82	by Freda Downie			
82	by Roy Fuller			
82	by Raymond Aron			
82	by Edward Pearce			
82	by James Cable			
82	by Jan Morris			
82	by John Bossy			
82	by Maurice Ashley			
82	by Barry Cunliffe			
82	by Don Rimmington			
82	by Sean O'Brien			
82	by Elie Kedourie	 Andrew Mango		
82	by Casimir Garnysz			
82	by Edward Alexander			
82	by Iain Sproat			
82	by Melvin J. Lasky			
82	by Judith Kazantzis			
82	by John Loveday			
82	by John Wain			
82	M.			
82	by Peter Redgrove			
82	by Elie Kedourie			
82	by Mike Jenkins			
82	by Paul Lendvai			
82	by Edward Pearce			
82	by Frank Barber			
82	by Robert Gittings			
82	by Peter Porter			
82	by Michael Howard			
82	by Alan Jenkins			
82	by Nora Beloff			
82	by Stewart Brown			
82	by S. Gorley Putt			
82	by Amos Perlmutter			
82	by Laurence Lerner			
82	by R.K. Narayan			
82	by Martin Esslin			
82	by David Sweetman			
82	by Asa Briggs			
82	by Douglas Dunn			
82	by Ruth Silcock			
82	by Elizabeth Bartlett			
82	M.			
82	by Michael Hulse			
82	by James McNamara	 Dennis J. O'Keeffe		
82	by Richard Kell			
82	by Helmut Schoeck			
82	by Edward Pearce			
82	by Maurice Cranston			
82	by Francois Fejto			
82	by Bevis Hillier			
82	by Stephen Gardiner			
82	by Lawrence Gowing			
82	by Jan Morris			
82	by Terence Prittie			
82	by George MacBeth			
82	by John Gohorry			
82	by Harvey Klehr			
83	by Ahdaf Soueif			
83	by Alun Chalfont			
83	by B.C. Leale			
83	by Arthur Schlesinger			
83	M.			
83	by Gerda Mayer			
83	by Peter Redgrove			
83	by Geoffrey Grigson	 Raymond Tong		
83	by Norman Podhoretz			
83	by Roger Scruton			
83	by George Szirtes			
83	by Jacques Barzun			
83	by Andrew Mango			
83	by Conor Cruise O'Brien			
83	by Gavin Ewart			
83	by Malcolm Bradbury			
83	by John Mole			
83	by Esmond Wright			
83	by John Levett			
83	by Elisabeth Noelle-Neumann			
83	by Bryan Wilson			
83	by Jan Morris			
83	by John McGahern			
83	by Madge Hales			
83	by George Urban	 Daniel Bell		
83	by Mary Kenny			
83	by Paul Groves			
83	M.			
83	by Pete Morgan			
83	by Roy Fuller			
83	by Douglas Dunn			
83	by Mary Midgley			
83	by Roger Scruton			
83	by William Scammell			
83	by David Pryce-Jones			
83	by Edward Pearce			
83	by Dannie Abse			
83	by Elizabeth Smither			
83	by Malcolm Bradbury			
83	by A.N. Wilson			
83	by Mary Ellmann			
83	by Alan Brownjohn			
83	by H.J. Eysenck			
83	by Felicity Napier			
83	by John Wain			
83	by Tony Harrison			
83	by W.G. Lerch			
83	by Russell Hoban			
83	by Geoffrey Holloway			
83	by Laurence Martin			
83	by R.V. Burks			
83	by Laurence Lerner			
83	M.			
83	by David Rokeah			
83	by Jenny Joseph			
83	by Peter Porter			
83	by David Cannadine			
83	by Roger Scruton			
83	by Edward Pearce			
83	by Alain Touraine			
83	by Elie Kedourie			
83	by Bohdan Nahaylo			
83	by Algernon Rumbold			
83	by Douglas Johnson:Douglas W.J. Johnson			
83	by Philip Towle			
83	by David Donnison			
83	by Leonard Schapiro			
83	by Max Beloff			
83	by Robert Gittings			
83	by Malcolm Bradbury			
83	by David Galler			
83	by David Marquand			
83	by Alun Chalfont			
83	M.			
83	by Edwin Brock			
83	by Peter Redgrove			
83	by Edward Pearce			
83	by Francois Fejto			
83	by Florence Elon			
83	by Terence Hawkes			
83	by John Bossy			
83	by John Bayley			
83	by John Mole			
83	by Patrick Hare			
83	by Eugene V. Rostow	 George Urban		
83	by Deirdre Shanahan			
83	by Patrick Seale			
83	by Conor Cruise O'Brien			
83	by Pete Morgan			
83	by Frank Offenbach			
83	by Melvin J. Lasky			
83	by Jonathan Price			
83	by Ruth Silcock			
83	by Janette Turner Hospital			
83	by Gerda Mayer			
83	by Paul Henze			
83	by Michael Hulse			
83	by Leszek Kolakowski			
83	by John Gohorry			
83	by Nikolai Tolstoy			
83	by Gavin Ewart			
83	M.			
83	by Robin Fulton			
83	by Emmanuel Sivan			
83	by John Latham			
83	by Edward Pearce			
83	by F.A. von Hayek			
83	by D.J. Enright			
83	by George Szirtes			
83	by Robert Melville			
