Column 1	Column 2 1	Column 2 2	Column 2 3	Column 2 4	Column 2 5	Column 2 6
58	by Constantine Fitz Gibbon					
58	by John Mortimer					
58	by Brian Inglis					
58	by David Wright					
58	by Sylvia Sprigge					
58	by Tommaso Landolfi					
58	by Daniel Bell					
58	by William Scobie					
58	by Jon Silkin					
58	by George Mikes					
58	by Miron Bialoszewski	 Czeslaw Milosz	 Translator			
58	by J.A. Lukacs					
58	by David Wright					
58	by Guillaume Apollinaire	 Oliver Bernard	 Translator			
58	by Erich Heller					
58	by Frank Inlton					
58	by SirJohn Cockcroft	 William Empson	 M.J. Ross-MacDonald	 Auberon Herbert	 K.A. Je	
58	by Paul Ignotus	 Edmund O. Stillman				
58	by Geoffrey Gorer					
58	by Hilary Corke					
58	by Max Beloff					
58	by Graham Hough					
58	by Reynolds Price					
58	by Peter Levi					
58	by Colin MacInnes					
58	by Gerd Ruge					
58	by I.A. Richards					
58	by A.J.P. Taylor					
58	by Delmore Schwartz					
58	by Malcolm Muggeridge					
58	by Ignazio Silone					
58	by Ted Hughes					
58	by Edouard Roditi					
58	by J.P. Mayer					
58	by Julian Mitchell					
58	by Desmond Stewart					
58	by Stephen Spender					
58	by Kenneth Tynan	 Wayland Young	 Peregrine Worsthorne	 Peter J. Seng	 Henry Adler	
58	by Stuart Hampshire					
58	by Arthur Schlesinger					
58	by Frank Kermode					
58	by Richard Hoggart					
58	by K.W. Gransden					
58	by Graham Hough					
58	by James Agee					
58	by Cyril Connolly					
58	by Colin Clark					
58	by David Wright					
58	by Michael Stone					
58	by John Douglas Pringle					
58	by Laurence Kitchin					
58	by K.W. Gransden					
58	by Krishna Baldev Vaid					
58	by Stephen Spender					
58	by Richard Selig					
58	by Shirley Letwin					
58	by George Mikes					
58	by Marjorie Grene	 Stuart Hampshire				
58	by John Braine	 James M. Redfield	 Stuart M. Hall	 Evelyn Houston	 Charles Fried	
58	by Peter Wiles					
58	by Hilary Corke					
58	by Graham Hough					
58	by John Wain					
58	by Rayner Heppenstall					
58	by T.E. Utley					
58	by Joseph Alsop					
58	by J.H. Hexter					
58	by George Seferis					
58	by John Wain					
58	by Max Hayward					
58	by Nakashima Ton					
58	by Charles Curran					
58	by Patrick Kavanagh					
58	by Kathleen Nott					
58	by T.R. Henn	 Robert Conquest	 Frank Kermode	 Nomen Nescio	 Edwin Wolf II	
58	by Donald Tyerman					
58	by George Woodcock					
58	by K.W. Gransden					
58	by Peter Laslett					
58	by Hilary Corke					
58	by Francois Bondy					
58	by John Braine					
58	by Harry T. Moore					
58	by Waverley Root					
58	by C.A. Trypanis					
58	by Dan Jacobson					
58	by Tommaso Landolfi					
58	by Nieves De Madariaga Mathews					
58	by Herbert Passin					
58	by Rex Taylor					
58	by A.L. Rowse					
58	by J.W.N. Watkins					
58	by Night					
58	by Andrew Shonfield	 C. Semmler	 Michael Polanyi	 Frank Hilton	 Dwight MacDonald	
58	by Frank Kermode					
58	by Elie Kedourie					
58	by Geoffrey Gorer					
58	by Rose MacAulay					
58	by John Mortimer					
58	by Norman Lewis					
58	by R.H.S. Crossman					
58	by Peregrine Worsthorne					
58	by Stevie Smith					
58	by Abioseh Nicol					
58	by Peter Everett					
58	by Richard Roud					
58	by J.F. Hendry					
58	by Norman Birnbaum					
58	by Hayden Carruth					
58	by Yves Bonnefoy					
58	by Erskine B. Childers					
58	by Christopher Logue					
58	by Hugh Trevor-Roper	 Lawrence Stone	 R.W.K. Hinton	 J.G.A. Pocock	 Christopher Hil	
58	by Charles Curran	 Germaine Tillion				
58	by K.W. Gransden					
58	by C.A.R. Crosland					
58	by D.W. Brogan					
58	by Graham Hough					
58	by Isabel Quigly					
58	by Max Beloff					
58	by John Strachey					
58	by George Mikes					
58	by Bertolt Brecht					
58	by Edward Seidensticker					
58	by Stephen Spender					
58	by Peregrine Worsthorne					
58	by Goronwy Rees					
58	by Hilary A. Marquand					
58	by Peter Redgrove					
58	by Herbert Luthy					
58	by Hilary Corke					
58	by W.S. Merwin					
58	by M.M. Carlin					
58	by Laurence Kitchin					
58	by Hugh Seton-Watson					
58	by J.H. Hexter					
58	by John Wain					
58	by C.M. Woodhouse					
58	by K.W. Gransden					
58	by Ernest Van Den Haag					
58	by Hilary Corke					
58	by Lionel Trilling					
58	by Ronald Tamplin					
58	by Melvin J. Lasky					
58	by Alan Ross					
58	by St.-John Perse					
58	by Paul Ignotus					
58	by Robin Marris					
58	by Frank Littler					
58	by Anthony Rhodes					
58	by Stephen Potter					
58	by J.A. Lukacs	 Norman Birnbaum	 J.P. Cooper	 Jens Arup	 George Richards	
58	by Michael Oakeshott					
58	by Roderick MacFarquhar					
58	by Isabel Quigly					
58	by G.F. Hudson					
58	by Norman Levine					
58	by Michael Young:Michael Dunlop Young					
58	by Lionel Trilling					
58	by Vernon Scannell					
58	by Gerd Ruge					
58	by William H. Whyte Jr.					
58	by Frank Norman					
58	by Albert Dasnoy					
58	by John Fuller					
58	by Henry Reed					
58	by Richard Lowenthal					
58	by David Kessler	 Humphrey Tomalin	 Marjorie Grene	 A. Comerford	 Patrick Collinson	
58	by John Strachey					
58	by K.W. Gransden					
58	by Stephen Spender					
58	by Hilary Corke					
58	by John Mortimer					
58	by Stuart Hampshire					
58	W. H. Auden					
58	by F.R. Allemann					
58	by Frank Norman					
58	Roy Fuller					
58	by Robert Neville					
58	by George Steiner					
58	by Roy Lewis	 Rosemary Stewart				
58	by Vernon Scannell					
58	by John Holloway					
58	by Victor Anant					
58	by Daniel Bell					
58	by Wayland Young					
58	by John Marshall	 C.V. Wedgwood	 Reginald Pound			
58	by Geoffrey Gorer					
58	by Isabel Quigly					
58	by C.A.R. Crosland					
58	by Kathleen Nott					
58	by Peter Levi					
58	by David Wright					
58	by Dan Jacobson					
58	by Raymond Aron					
58	by Germaine Tillion					
58	by Olga Katzin					
58	by Arthur Koestler					
58	by Richard H. Rovere					
58	by D.J. Enright					
58	by Anthony Rhodes					
58	by Paul Ignotus	 Edmund O. Stillman				
58	by David Daiches					
58	by Martin Esslin					
58	by Stephen Spender					
58	by Peregrine Worsthorne					
58	by Stuart Hampshire					
58	by K.W. Gransden					
59	by Bertrand Russell					
59	by Alastair Buchan					
59	by Richard Rumbold					
59	by Arthur Koestler					
59	by Burns Singer	 Jerzy Peterkiewicz				
59	by John Kenneth Galbraith					
59	by Joseph Alsop	 Stewart Alsop				
59	by Virgil Thomson					
59	by Leonard Woolf					
59	by D.S. Carne-Ross					
59	by J.G. Weightman					
59	by Max Beloff					
59	by K.W. Gransden					
59	by Goronwy Rees					
59	by Isabel Quigly					
59	by Frank Kermode					
59	by Michael Astor					
59	by Richard Lowenthal					
59	by C.A.R. Crosland					
59	by Bertrand Russell					
59	by F.W. Dupee					
59	by Arthur Koestler					
59	by J.M. Cohen					
59	by Ian Nairn					
59	by Richard Hofstadter					
59	by Shirley Deane					
59	by Peter Wildeblood					
59	by G.F. Hudson					
59	by Alastair Buchan					
59	by Charles Curran					
59	by John Heath-Stubbs					
59	by K.W. Gransden					
59	by Paul Ignotus					
59	by Stephen Spender					
59	by Vladimir Nabokov					
59	by R.H.S. Crossman					
59	by Harold Nicolson					
59	by Edward Shils					
59	by Herbert Read					
59	by Geoffrey Grigson					
59	by Vincent Brome					
59	by Erich Heller					
59	by F.R. Allemann					
59	by Bertram D. Wolfe					
59	by Wladimir Weidle					
59	by Frank Norman					
59	by D.W. Brogan					
59	by C.A.R. Crosland					
59	by Arthur Schlesinger					
59	by Isabel Quigly					
59	by Hilary Corke					
59	by Colin MacInnes					
59	by Reynolds Price					
59	by George F. Kennan					
59	by J.P. Mayer					
59	by Stuart Holroyd					
59	by Stefan George	 Stephen Spender	 Translator			
59	by Geoffrey Gorer					
59	by Harold Rosenberg					
59	by W.H. Auden					
59	by Richard Wollheim					
59	by Stuart Hampshire					
59	by G.F. Hudson					
59	by Lawrence Gowing					
59	by Michael Kitson					
59	by John Irwin					
59	by Thomas B. Hess					
59	by Karl Miller					
59	by Basil Taylor					
59	by a Publisher					
59	by Geoffrey Grigson					
59	by Colin MacInnes					
59	by Herbert Read					
59	by Vladimir Nabokov					
59	by Pamela Hansford Johnson					
59	by Dwight MacDonald					
59	by Kenneth Younger					
59	by K.W. Gransden					
59	by David Daiches					
59	by Peregrine Worsthorne					
59	by Sidney Hook					
59	by Wayland Young					
59	by Hwang Soon Won					
59	Simon Raven					
59	by Frank Kermode					
59	by Manya Harari					
59	by Frank Howes	 Peter Heyworth				
59	by Kenneth Younger					
59	by J.A. Lukacs					
59	by Hilary Corke					
59	by Philip Toynbee					
59	by Max Hartwell					
59	by Anthony Powell					
59	by Constantine FitzGibbon					
59	by Colin MacInnes					
59	by George Lichtheim					
59	by Isabel Quigly					
59	by Edwin Muir					
59	by Edmund Wilson					
59	by Alan Ross					
59	by C.P. Snow					
59	by Laurie Lee					
59	by Jack Gilbert					
59	by Andrew Boyd					
59	by Caroline Freud					
59	by Michael Hamburger					
59	by Philip Larkin					
59	by Walter Z. Laqueur					
59	by G.F. Hudson					
59	by Raymond Williams					
59	by Robert Brustein					
59	by Martin Esslin					
59	by John Hatch					
59	by Russell Warren Howe					
59	by Colin Legum					
59	by Angus Wilson					
59	by W.H. Auden					
59	by Sylvia Sprigge					
59	by Max Beloff					
59	by K.W. Gransden					
59	by F.R. Allemann					
59	by Leonard Woolf					
59	by Alan Ross					
59	by Constantine FitzGibbon					
59	by Mark Bonham Carter					
59	by Vernon Watkins					
59	by C.P. Snow					
59	by Alastair Buchan					
59	by Christopher Middleton					
59	by Malcolm Muggeridge					
59	by Ted Hughes					
59	by W.B. Stanford					
59	by Dwight MacDonald					
59	by Peter Hyun					
59	by Geoffrey Gorer					
59	by Kenneth Allsop					
59	by T.R. Fyvel					
59	by Rebecca West					
59	by Morroe Berger					
59	by Marcus Cunliffe					
59	by Robert Lowell					
59	by Henry Fairlie					
59	by Alfred Fabre-Luce					
59	by Colin MacInnes					
59	by A.J.P. Taylor					
59	by Paul Ignotus					
59	by Jack Kerouac					
59	by Constantine FitzGibbon					
59	by Donald Davie					
59	by V.S. Pritchett					
59	by F.R. Allemann					
59	by Walter Allen	 A.C.B. Lovell	 J.H. Plumb	 David Riesman	 Bertrand Russell	
59	by Hilary Corke					
59	by J.G. Weightman					
59	by Philip Toynbee					
59	by Nadine Gordimer					
59	by George Seferis					
59	by Andrew Shonfield					
59	by Michael Astor					
59	by Ted Hughes					
59	by Herbert Passin					
59	by Erich Heller					
59	by Robert Conquest					
59	by Robert Brustein					
59	by Alan Ross					
59	by Geoffrey Grigson					
59	by Daniel Bell					
59	by Karl Miller					
59	by Michael Polanyi					
59	by Robert Graves					
59	by Philip Toynbee					
59	by George Steiner					
59	by Max Beloff					
59	by Dan Jacobson					
59	by Hilary Corke					
59	by Nancy Mitford					
59	by J.G. Weightman					
59	by George Mikes					
59	by Friedrich Sieburg					
59	by Luigi Barzini					
59	by Feliks Topolski					
59	by Laurie Lee					
59	by Walter Z. Laqueur					
59	by P.E. Schneider					
59	by James Joll					
59	by Roy Jenkins					
59	by Dan Jacobson					
59	by Goronwy Rees					
59	by Charles Curran					
59	by David Piper					
59	by Wolfdietrich Schnurre					
59	by Michael Swan					
59	by Colin Wilson					
59	by Joseph Alsop					
59	by W.H. Auden					
59	by Brewster Ghiselin					
59	by Richard Wollheim					
59	by Elizabeth Hardwick					
59	by Marjorie Grene					
59	by G.F. Hudson					
59	by Penelope Gilliatt					
59	by Stuart Hampshire					
59	by T.R. Fyvel					
59	by Bernard Williams					
59	by C.P. Snow					
59	by Goronwy Rees					
59	by William Plomer					
59	by Michael Hamburger					
59	by Frank Kermode					
59	by Henry Brandon					
59	by Marguerite Yomcenar					
59	by Anthony Sampson					
59	by James Morris					
59	by Terence Prittie					
59	by Willard Thorp					
59	by C.V. Wedgwood					
59	by Harry Fainlight					
59	by Dan Jacobson					
59	by Michael Hamburger					
59	by Peter Wiles					
59	by Anatole Shub					
59	by Russell Warren Howe					
59	by T.R. Fyvel					
59	by Stephen Spender					
59	by Kenneth Young					
59	by Irving Kristol					
59	by Goronwy Rees					
59	by Alastair Buchan					
59	by Taya Zinkin					
59	by Manfred Hertwig					
60	by Abram Tertz					
60	by Patrick Leigh Fermor					
60	by Richard Hoggart					
60	by Arthur Schlesinger					
60	by Sylvia Sprigge					
60	by Barbara Skelton					
60	by Helen Gardner					
60	by D.W. Brogan					
60	by Lawrence Alloway					
60	by C.H. Waddington					
60	by Ronald Tamplin	 George Radda				
60	by Hilary Corke					
60	by Angus Wilson					
60	by Geoffrey Gorer					
60	by Philip Toynbee					
60	by Goronwy Rees					
60	by Max Beloff					
60	by Christopher Middleton					
60	by H.R. Trevor-Roper					
60	by Pamela Hansford Johnson					
60	by Alan Ross					
60	by Clancy Sigal					
60	by Noel Annan					
60	by H.J. Eysenck					
60	by Francis Williams					
60	by Brian Glanville					
60	by C.P. Snow					
60	by Katherine Anne Porter					
60	by Robert Lowell					
60	by C.M. Woodhouse					
60	by Max Beloff					
60	by C.A.R. Crosland					
60	by Reynolds Price					
60	by Michael Polanyi					
60	by Ted Hughes					
60	by Melvin J. Lasky					
60	by Elizabeth Jennings					
60	by Nicola Chiaromonte					
60	by Edwin Muir					
60	by Guy Wint					
60	by Andrew Boyd					
60	by F.R. Allemann					
60	by Richard Wollheim					
60	by Irving Kristol					
60	by Leslie Fiedler					
60	by Philip Toynbee					
60	by Alastair Buchan					
60	by D.W. Brogan					
60	by Ian Nairn					
60	by Stephen Spender					
60	by Brian Crozier					
60	by Alan Ross					
60	by Colin Wilson					
60	by Peter Levi					
60	by R.H.S. Crossman					
60	by Constantine FitzGibbon					
60	by Kenneth Allsop					
60	by Frank Kermode					
60	by Richard Aldington					
60	by Irving Kristol					
60	by John Mander					
60	by Ezekiel Mphahlele					
60	by Nigel Dennis					
60	by Richard Wollheim					
60	by Stuart Hampshire					
60	by Philip Toynbee					
60	by Alastair Buchan					
60	by Geoffrey Grigson					
60	by Dennis Gabor					
60	by W.H. Auden					
60	by Murray Sayle					
60	by Kingsley Amis					
60	by F.R. Allemann					
60	by Michael Anthony					
60	by David Sylvester					
60	by Nigel Dennis					
60	by Constantine FitzGibbon					
60	John Trevelyan					
60	John Osborne					
60	by Peter Black					
60	by Colin MacInnes					
60	by Hilary Corke					
60	by T.R. Fyvel					
60	by Angus Wilson					
60	by D.W. Brogan					
60	by K.W. Gransden					
60	by Raymond Aron					
60	by Vladimir Dudintsev					
60	by Morroe Berger					
60	by Donald Davie					
60	by Louis MacNeice					
60	by Richard Walker					
60	by Michael Fried					
60	by R.H.S. Crossman					
60	by Christopher Middleton					
60	by Nigel Dennis					
60	by Harold Clurman					
60	by John Peter					
60	by Martin Esslin					
60	by Anthony Hartley					
60	by John Strachey					
60	by Dan Jacobson					
60	by Edward Shils					
60	by Frank Kermode					
60	by George Sherman					
60	by Nigel Dennis					
60	by Kingsley Amis					
60	by R. Pack Browning					
60	by Isaiah Berlin					
60	by Ronald Bottrall					
60	by Herbert Luethy					
60	by R.H.S. Crossman					
60	by Jon Silkin					
60	by Derek Hill					
60	by Nigel Dennis					
60	by Edward Seidensticker					
60	Tony Richardson					
60	Michael Foot					
60	by Frank Kermode					
60	by William Peters					
60	by V.S. Pritchett					
60	by T.R. Fyvel					
60	by Alan Day					
60	by Bernard Williams					
60	by Boris Pasternak					
60	by Arthur Koestler					
60	by William Golding					
60	by Irving Kristol					
60	by Robert Holles					
60	by Nigel Dennis					
60	by Patricia Blake					
60	by Vernon Scannell					
60	by Luigi Barzini					
60	by Mark Bonham Carter					
60	by Frank Kermode					
60	by G.L. Arnold					
60	by Martin Turnell					
60	by Angus Wilson					
60	by Brian Inglis					
60	by Anthony Carson					
60	by Richard Lowenthal					
60	by Goronwy Rees					
60	by Rayner Heppenstall					
60	by Gertrude Himmelfarb					
60	by Nigel Dennis					
60	by Nicola Chiaromonte					
60	Patrick Gordon Walker					
60	Mark Abrams					
60	Daniel Bell					
60	by J.G. Weightman					
60	by Frank Kermode					
60	by C.M. Woodhouse					
60	by Anthony Hartley					
60	by Peter Hyun					
60	by Donald Hall					
60	by C.A.R. Crosland					
60	by Arthur Koestler					
60	by William Sansom					
60	by Alan Sillitoe					
60	by Colin MacInnes					
60	by Michael Hamburger					
60	by Robert Nye					
60	by Nigel Dennis					
60	by J.R. Richards					
60	by Edward Seidensticker					
60	by Ulli Beier					
60	by Peter Willmott	 Michael Young:Michael Dunlop Young				
60	by Marcus Cunliffe					
60	by Hans Meyerhoff					
60	by A.J.P. Taylor					
60	by Julius Gould					
60	by James Joll					
60	by John Strachey					
60	by Simon Raven					
60	by David Riesman					
60	by Anthony Carson					
60	by Harry Fainlight					
60	by Bernard Williams					
60	by Burns Singer	 Jerzy Peterkiewicz				
60	by Virgil Thomson					
60	by Nigel Dennis					
60	by Oliver Bernard					
60	by Constantine FitzGibbon					
60	by Stephen Spender					
60	by Robert Bolt					
60	by Frank Kermode					
60	by Arland Ussher					
60	by Philip Toynbee					
60	by George Arnold					
60	by Hugh Seton-Watson					
60	by Arthur Schlesinger					
60	by Nigel Dennis					
60	by John Strachey					
60	by Andrew Forge					
60	by Michael Hamburger					
60	by Daniel Bell					
60	by Christmas Humphreys					
60	by Henry Fairlie					
60	by Irving Kristol					
60	by Frank Kermode					
60	by John Wain					
60	by Anthony Hartley					
61	by Theodore Roethke					
61	by Philip Williams					
61	by Thomas Blackburn					
61	by Iris Murdoch					
61	by Christopher Hollis					
61	by G.R.G. Mure					
61	by Geoffrey Grigson					
61	by Reinhold Niebuhr					
61	by Arnold Toynbee					
61	by David Marquand					
61	by Richard Lowenthal					
61	by Nigel Dennis					
61	by Meyer Schapiro					
61	by Richard Mayes					
61	by John Wain					
61	by Stephen Spender					
61	by Eugene V. Rostow					
61	by Burns Singer					
61	by Henry Fairlie					
61	by C.A.R. Crosland					
61	by Claude Levi-Strauss					
61	by John Douglas Pringle					
61	by Isaiah Berlin					
61	by Anthony Hartley					
61	by Saint-John Perse					
61	by Nigel Dennis					
61	by Armand Guibert					
61	by C.G. Jung					
61	by Arthur Koestler					
61	by Henry Fairlie					
61	by Irving Kristol					
61	by Richard Lowenthal					
61	by J. Robert Oppenheimer					
61	by George F. Kennan					
61	by Colin Welch					
61	by Alastair Buchan					
61	by Steven Runciman					
61	by Alan Day					
61	by Constantine FitzGibbon					
61	by Burns Singer					
61	by Thom Gunn					
61	by Theodore Draper					
61	by Paul Bowles					
61	by Claude Levi-Strauss					
61	by Kenneth Clark					
61	by Nigel Dennis					
61	by Robert Gittings					
61	by Ezekiel Mphahlele					
61	Rebecca West					
61	William Emrys Williams					
61	Richard Hoggart					
61	Martin Jarrett-Kerr					
61	by C.A.R. Crosland					
61	by Stuart Hampshire					
61	by Richard Lowenthal					
61	by Frank Kermode					
61	by D.W. Brogan					
61	by John Wain					
61	by Burns Singer					
61	by Arnold Beichman					
61	by Cyril Connolly					
61	by P.M.S. Blackett					
61	by Herbert Gold					
61	by Claude Levi-Strauss					
61	by James Dickey					
61	by C.M. Woodhouse					
61	by Jon Silkin					
